Text,Environmental Negative,Environmental Neutral,Environmental Positive,Governance Negative,Governance Neutral,Governance Positive,Social Negative,Social Neutral,Social Positive,__index_level_0__
provide investors with insight as to whether there is likely to be a material difference between direct measurement results and the Company’s published estimates of methane emissions;,0,0,1,0,0,0,0,0,0,589
"The National Bureau of Economic Research warns if greenhouse gases are not cut in line with the Paris Accord, United States’ GDP could be cut 10.5 percent by 2100.",1,0,0,0,0,0,0,0,0,375
"In many cases, this disclosure goes beyond what is required by law.",0,0,0,0,0,1,0,0,0,12
Implementing the Proposal would represent a prudent path forward by formalizing board level oversight of climate change strategy so the company may remain successful in an increasingly decarbonizing economy.,0,0,1,0,0,1,0,0,0,66
"Under oath, Deputy Controller Rex Mitchell testified that such seizure of Company assets: “would cause significant, irreparable damage to Chevron’s business reputation and business relationships.”",0,0,0,0,1,0,0,0,0,503
"1. Company policy and procedures governing lobbying, both direct and indirect, and grassroots lobbying communications.",0,0,0,0,1,0,0,0,0,2
Your Board is confident that the Company’s political activities are aligned with Chevron’s goals and the long-term interests of our stockholders.,0,0,0,0,0,1,0,0,0,45
Backing from investors that insist on targets for all emissions continues to gain momentum: 2021 saw unprecedented investor support for climate resolutions.,0,0,1,0,0,0,0,0,0,532
"It is used worldwide to assess and manage global risks; manage facility risks that could impact employee and contractor health and safety, process safety, the environment, and the local community; guide the design, construction, and startup of new or modified facilities; rigorously audit performance against operational objectives and compliance requirements; and employ a “plan-do-check-act” model with the goal of reducing risk and ensuring regulatory compliance.",0,0,1,0,0,1,0,0,1,170
"Your Board has four standing Committees: Public Policy, Audit, Nominating and Governance, and Management Compensation.",0,0,0,0,0,1,0,0,0,79
We therefore support the Company to reduce the emissions of their energy products (Scope 3).,0,0,1,0,0,0,0,0,0,316
"In a March 4, 2014, ruling that held that the Ecuadorian judgment was unenforceable in the United States and plaintiffs’ counsel was liable for racketeering under the RICO statute, the U.S. District Court for the Southern District of New York (“SDNY”) found that the plaintiffs’ team “wrote the [Ecuadorian] court’s Judgment themselves and promised $500,000 to the Ecuadorian judge to rule in their favor and sign their judgment.”",0,0,0,1,0,0,0,0,0,299
"As a result, investors have requested that the U.S. Securities and Exchange Commission investigate whether Chevron violated securities laws by misrepresenting or materially omitting information in regard to the multi-billion Ecuadoran judgment.",0,0,0,1,0,0,0,0,0,505
"This Proposal grants shareowners the ability to consider important matters which may arise between annual meetings, and augments the Board’s power to itself call a special meeting.",0,0,0,0,0,1,0,0,0,493
"PCI is transparent and replicable by leveraging information readily found in financial statements, emissions disclosures, and emission factors.",0,0,0,0,0,1,0,0,0,546
Your Board shares the proponent’s commitment to addressing racial injustice.,0,0,0,0,0,0,0,0,1,639
"The report should clearly identify, and recommend steps to eliminate, business activities that further systemic racism, environmental injustice, threaten civil rights, or present barriers to diversity, equity, and inclusion (DEI).",1,0,0,0,0,1,1,0,0,620
"For example, as a global energy company that negotiates concessions and leases with host-country governments around the world, we believe it is generally advantageous to the Company for the CEO to represent the Chevron Board as its Chairman in such dialogues.",0,0,0,0,0,1,0,0,0,293
The Board oversees Chevron’s risk management policies and practices to ensure that the appropriate systems are employed.,0,0,0,0,0,1,0,0,0,215
Chevron continues to develop new fossil fuel resources while acknowledging climate related risks8 that could lead to increased future impairments.,1,0,0,0,0,0,0,0,0,558
"In reality, no court since the Ecuadorian Judgment was rendered has reviewed the facts of the case de novo.",0,0,0,0,1,0,0,0,0,658
It is evident that a growing group of investors across the energy sector is uniting behind visible and unambiguous support for reductions of all emissions.,0,0,1,0,0,1,0,0,0,320
Climate risk merits the creation of a board committee to help lead the necessary transition.,0,0,1,0,0,1,0,0,0,60
"We therefore encourage you to set targets that are inspirational for society, employees, shareholders, and the energy sector, allowing the company to meet an increasing demand for energy while reducing GHG emissions to levels consistent with curbing climate change.",0,0,1,0,0,1,0,0,0,538
"In 2018, Ecuador’s Constitutional Court unanimously confirmed a $9.5 billion judgment against Chevron.",0,0,0,1,0,0,0,0,0,275
Opponents of our industry are well resourced to influence policy decisions in a manner that increases risk for Chevron.,0,0,0,1,0,0,0,0,0,17
Chevron’s most recent annual Corporate Political Contributions report and the Chevron Employee Political Action Committee contribution report.,0,0,0,0,0,1,0,0,0,435
Shareholders urgently need a reasonable 10% threshold to call special meetings.,0,0,0,0,0,1,0,0,0,506
"Companies that fail to correct policies and practices deemed to be racist, discriminatory, or furthering inequities face legal, financial, reputational, and human capital management risks.",0,0,0,1,0,0,1,0,0,624
We are confident you will agree that the Company’s disclosures render the additional report called for in this proposal duplicative.,0,0,0,0,1,0,0,0,0,140
The Board thus has great flexibility to fulfill its fiduciary duty to stockholders and choose the optimal leadership for the Board depending upon Chevron’s particular needs and circumstances at the time.,0,0,0,0,1,0,0,0,0,290
Chevron mishandled risk related to an ongoing legal effort by communities in Ecuador to enforce a $9.5 billion judgment for oil pollution.,0,0,0,0,0,0,1,0,0,454
"A growing international consensus has emerged among financial institutions that climate-related risks are a source of financial risk, and therefore limiting global warming is essential to risk management and responsible stewardship of the economy.",0,0,1,0,0,1,0,0,0,531
"The tribunal concluded that as a matter of international law, the judgment “should not be recognised or enforced by the courts of other States.”",0,0,0,0,0,1,0,0,0,303
"Companies that commit to holistically advance racial justice and foster DEI benefit from stronger performance, employee satisfaction, innovation, and positive social impact. 2",0,0,0,0,0,1,0,0,1,625
Chevron is committed to supporting and maintaining the highest standards of ethical conduct and operational excellence.,0,0,0,0,0,1,0,0,0,198
"There is also a link to the Federal Election Commission website, which contains current and previous years’ reports on CEPAC contributions.",0,0,0,0,0,1,0,0,0,37
"As required by Chevron’s By-Laws, the independent members of your Board elect the Board Chairman annually and, as part of this election, review whether to elect the CEO or another Director to serve as Chairman.",0,0,0,0,1,0,0,0,0,289
Reducing emissions from the use of energy products is essential to limiting global warming.,0,0,1,0,0,0,0,0,0,317
"Therefore, your Board recommends that you vote against this proposal.",0,0,0,1,0,0,0,0,0,550
These contributions support a global approach to achieve the goals of the Paris Agreement as efficiently and cost-effectively as possible for society.,0,0,1,0,0,1,0,0,0,336
"Emissions from the use of Chevron’s products and operations contribute to the climate crisis, which may compound impacts to already burdened communities.",1,0,0,0,0,0,0,0,0,185
Preparing reports to the board with depth and attention to existential climate risks;,0,0,1,0,0,1,0,0,0,52
Your Board expects Chevron’s management to continue vigorously defending against this fraud.,0,0,0,0,0,1,0,0,0,521
We see future “business as usual” scenarios of 3-4°C or greater as both unacceptable and uninvestable.,1,0,0,0,0,0,0,0,0,105
"Management’s handling of a range of issues has increased both risk and cost to shareholders, which necessitates lowering the threshold to call a special meeting.",0,0,0,1,0,0,0,0,0,654
"In addition, Chevron’s employees are required to complete political and lobbying compliance training.",0,0,0,0,0,1,0,0,0,44
"Given these global climate imperatives, to best allocate investments, investors are calling for information to assess the financial impacts of climate-related physical and transition risks on companies and identify companies best positioned to thrive in a low carbon economy.",0,0,1,0,0,0,0,0,0,556
"The Company leverages its capabilities, assets, and expertise to focus on these three action areas that aim to deliver measurable progress: (1) lower carbon intensity cost efficiently, (2) increase renewables and offsets in support of our own business, and (3) invest in low-carbon technologies to enable commercial solutions.",0,0,1,0,0,1,0,0,0,369
We believe that the Company could lead and thrive in the energy transition.,0,0,1,0,0,0,0,0,0,537
"However, instead of negotiating a swift, reasonable, and comprehensive settlement with the affected Ecuadorian communities, management has pursued a costly and protracted legal strategy that has lasted more than two decades.",0,0,0,1,0,0,0,0,0,278
"Finally, the proposal posits that a different Board leadership structure is necessary to address climate change risks and operational risks around the world.",0,0,1,0,0,1,0,0,0,306
"Energy production, development and consumption is a critical public policy issue.",0,1,0,0,1,0,0,0,0,116
Senior Chevron staff annually review trade association memberships to consider their value to the business.,0,0,0,0,0,1,0,0,0,440
"This Proposal earned the support of 35% of shares voted in 2019, representing approximately $54 billion in shareholder value.",0,0,0,0,0,1,0,0,0,494
"Reducing Scope 3 emissions, the vast majority, is essential to limiting global heating.",0,0,1,0,0,0,0,0,0,529
"Petrochemical facilities like ethane crackers and polyethylene processing plants produce dangerous pollutants including benzene (a known carcinogen), Volatile Organic Compounds, and sulfur dioxide.",1,0,0,0,0,0,1,0,0,144
Markets require information to operate and deploy capital effectively.,0,0,0,0,0,1,0,0,0,551
"We intend to conduct our exit in a planned and orderly manner, and while doing so, we will continue to meet our commitments and support the humanitarian needs of local communities.",0,0,0,0,0,0,0,0,1,612
"Chevron is committed to periodic re-evaluation and assessment to continue to identify additional business practices to enhance diversity, equity and inclusion.",0,0,0,0,0,1,0,0,1,651
